City/area,Microterritorial Unit,Category,Sub-category,Indicator,Year,Value,Unit,Comments,Source,DOI,URL
Brussels,Auderghem,Water,consumption,Total water consumption - including line losses,1973,1310755,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Berchem-Sainte-Agathe,Water,consumption,Total water consumption - including line losses,1973,801781,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Bruxelles,Water,consumption,Total water consumption - including line losses,1973,16392180,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Etterbeek,Water,consumption,Total water consumption - including line losses,1973,2058041,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Evere,Water,consumption,Total water consumption - including line losses,1973,1061616,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Forest,Water,consumption,Total water consumption - including line losses,1973,3523734,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Ganshoren,Water,consumption,Total water consumption - including line losses,1973,827448,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Ixelles,Water,consumption,Total water consumption - including line losses,1973,4688814,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Jette,Water,consumption,Total water consumption - including line losses,1973,1553218,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Koekelberg,Water,consumption,Total water consumption - including line losses,1973,645636,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Molenbeek-Saint-Jean,Water,consumption,Total water consumption - including line losses,1973,3636876,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Saint-Gilles,Water,consumption,Total water consumption - including line losses,1973,2948008,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Saint-Josse-ten-Noode,Water,consumption,Total water consumption - including line losses,1973,1657013,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Schaerbeek,Water,consumption,Total water consumption - including line losses,1973,4925325,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Uccle,Water,consumption,Total water consumption - including line losses,1973,4626580,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Watermael-Boitsfort,Water,consumption,Total water consumption - including line losses,1973,1167327,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Woluwe-Saint-Lambert,Water,consumption,Total water consumption - including line losses,1973,2017840,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Woluwe-Saint-Pierre,Water,consumption,Total water consumption - including line losses,1973,1954316,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,,Water,consumption,Total water consumption - including line losses,1973,60932375,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Anderlecht,Water,consumption,Total water consumption - including line losses,1974,5027310,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Auderghem,Water,consumption,Total water consumption - including line losses,1974,1341181,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Berchem-Sainte-Agathe,Water,consumption,Total water consumption - including line losses,1974,808483,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Bruxelles,Water,consumption,Total water consumption - including line losses,1974,15961560,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Etterbeek,Water,consumption,Total water consumption - including line losses,1974,2065709,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Evere,Water,consumption,Total water consumption - including line losses,1974,1072739,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Forest,Water,consumption,Total water consumption - including line losses,1974,3460181,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Ganshoren,Water,consumption,Total water consumption - including line losses,1974,872937,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Ixelles,Water,consumption,Total water consumption - including line losses,1974,4852209,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Jette,Water,consumption,Total water consumption - including line losses,1974,1872279,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Koekelberg,Water,consumption,Total water consumption - including line losses,1974,686273,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Molenbeek-Saint-Jean,Water,consumption,Total water consumption - including line losses,1974,3547155,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Saint-Gilles,Water,consumption,Total water consumption - including line losses,1974,3033173,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Saint-Josse-ten-Noode,Water,consumption,Total water consumption - including line losses,1974,1701844,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Schaerbeek,Water,consumption,Total water consumption - including line losses,1974,5125677,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Uccle,Water,consumption,Total water consumption - including line losses,1974,4522668,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Watermael-Boitsfort,Water,consumption,Total water consumption - including line losses,1974,1177101,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Woluwe-Saint-Lambert,Water,consumption,Total water consumption - including line losses,1974,2051944,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Woluwe-Saint-Pierre,Water,consumption,Total water consumption - including line losses,1974,1977784,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,,Water,consumption,Total water consumption - including line losses,1974,61158207,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Anderlecht,Water,consumption,Total water consumption - including line losses,1975,5131403,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Auderghem,Water,consumption,Total water consumption - including line losses,1975,1338479,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Berchem-Sainte-Agathe,Water,consumption,Total water consumption - including line losses,1975,773455,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Bruxelles,Water,consumption,Total water consumption - including line losses,1975,16201020,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Etterbeek,Water,consumption,Total water consumption - including line losses,1975,2075879,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Evere,Water,consumption,Total water consumption - including line losses,1975,1155582,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Forest,Water,consumption,Total water consumption - including line losses,1975,3493653,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Ganshoren,Water,consumption,Total water consumption - including line losses,1975,883378,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Ixelles,Water,consumption,Total water consumption - including line losses,1975,5033401,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Jette,Water,consumption,Total water consumption - including line losses,1975,1696655,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Koekelberg,Water,consumption,Total water consumption - including line losses,1975,678507,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Molenbeek-Saint-Jean,Water,consumption,Total water consumption - including line losses,1975,3408646,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Saint-Gilles,Water,consumption,Total water consumption - including line losses,1975,3078784,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Saint-Josse-ten-Noode,Water,consumption,Total water consumption - including line losses,1975,1696301,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Schaerbeek,Water,consumption,Total water consumption - including line losses,1975,5101391,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Uccle,Water,consumption,Total water consumption - including line losses,1975,4295881,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Watermael-Boitsfort,Water,consumption,Total water consumption - including line losses,1975,1214634,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Woluwe-Saint-Lambert,Water,consumption,Total water consumption - including line losses,1975,2281745,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Woluwe-Saint-Pierre,Water,consumption,Total water consumption - including line losses,1975,2134527,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,,Water,consumption,Total water consumption - including line losses,1975,61673321,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Anderlecht,Water,consumption,Total water consumption - including line losses,1977,4903548,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Auderghem,Water,consumption,Total water consumption - including line losses,1977,1410544,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Berchem-Sainte-Agathe,Water,consumption,Total water consumption - including line losses,1977,765455,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Bruxelles,Water,consumption,Total water consumption - including line losses,1977,14874714,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Etterbeek,Water,consumption,Total water consumption - including line losses,1977,2030088,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Evere,Water,consumption,Total water consumption - including line losses,1977,1259995,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Forest,Water,consumption,Total water consumption - including line losses,1977,3403115,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Ganshoren,Water,consumption,Total water consumption - including line losses,1977,828630,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Ixelles,Water,consumption,Total water consumption - including line losses,1977,4800825,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Jette,Water,consumption,Total water consumption - including line losses,1977,1680218,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Koekelberg,Water,consumption,Total water consumption - including line losses,1977,696944,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Molenbeek-Saint-Jean,Water,consumption,Total water consumption - including line losses,1977,3183318,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Saint-Gilles,Water,consumption,Total water consumption - including line losses,1977,2703485,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Saint-Josse-ten-Noode,Water,consumption,Total water consumption - including line losses,1977,1537742,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Schaerbeek,Water,consumption,Total water consumption - including line losses,1977,4980522,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Uccle,Water,consumption,Total water consumption - including line losses,1977,4266312,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Watermael-Boitsfort,Water,consumption,Total water consumption - including line losses,1977,1250545,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Woluwe-Saint-Lambert,Water,consumption,Total water consumption - including line losses,1977,2615214,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Woluwe-Saint-Pierre,Water,consumption,Total water consumption - including line losses,1977,2137426,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,,Water,consumption,Total water consumption - including line losses,1977,59328640,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Anderlecht,Water,consumption,Total water consumption - including line losses,1978,5237092,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Auderghem,Water,consumption,Total water consumption - including line losses,1978,1398467,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Berchem-Sainte-Agathe,Water,consumption,Total water consumption - including line losses,1978,797184,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Bruxelles,Water,consumption,Total water consumption - including line losses,1978,15563650,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Etterbeek,Water,consumption,Total water consumption - including line losses,1978,2059647,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Evere,Water,consumption,Total water consumption - including line losses,1978,1309443,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Forest,Water,consumption,Total water consumption - including line losses,1978,3498679,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Ganshoren,Water,consumption,Total water consumption - including line losses,1978,863967,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Ixelles,Water,consumption,Total water consumption - including line losses,1978,4743351,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Jette,Water,consumption,Total water consumption - including line losses,1978,1604571,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Koekelberg,Water,consumption,Total water consumption - including line losses,1978,725495,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Molenbeek-Saint-Jean,Water,consumption,Total water consumption - including line losses,1978,3163914,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Saint-Gilles,Water,consumption,Total water consumption - including line losses,1978,2881399,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Saint-Josse-ten-Noode,Water,consumption,Total water consumption - including line losses,1978,1557174,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Schaerbeek,Water,consumption,Total water consumption - including line losses,1978,5068703,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Uccle,Water,consumption,Total water consumption - including line losses,1978,4446612,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Watermael-Boitsfort,Water,consumption,Total water consumption - including line losses,1978,1310102,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Woluwe-Saint-Lambert,Water,consumption,Total water consumption - including line losses,1978,2581998,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Woluwe-Saint-Pierre,Water,consumption,Total water consumption - including line losses,1978,2115352,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,,Water,consumption,Total water consumption - including line losses,1978,60926800,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Anderlecht,Water,consumption,Total water consumption - including line losses,1979,5397284,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Auderghem,Water,consumption,Total water consumption - including line losses,1979,1431830,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Berchem-Sainte-Agathe,Water,consumption,Total water consumption - including line losses,1979,799569,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Bruxelles,Water,consumption,Total water consumption - including line losses,1979,16248661,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Etterbeek,Water,consumption,Total water consumption - including line losses,1979,2118977,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Evere,Water,consumption,Total water consumption - including line losses,1979,1358067,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Forest,Water,consumption,Total water consumption - including line losses,1979,3615222,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Ganshoren,Water,consumption,Total water consumption - including line losses,1979,864677,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Ixelles,Water,consumption,Total water consumption - including line losses,1979,5070337,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Jette,Water,consumption,Total water consumption - including line losses,1979,1793255,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Koekelberg,Water,consumption,Total water consumption - including line losses,1979,754908,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Molenbeek-Saint-Jean,Water,consumption,Total water consumption - including line losses,1979,3271704,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Saint-Gilles,Water,consumption,Total water consumption - including line losses,1979,3008171,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Saint-Josse-ten-Noode,Water,consumption,Total water consumption - including line losses,1979,1471217,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Schaerbeek,Water,consumption,Total water consumption - including line losses,1979,5111349,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Uccle,Water,consumption,Total water consumption - including line losses,1979,4367039,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Watermael-Boitsfort,Water,consumption,Total water consumption - including line losses,1979,1386307,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Woluwe-Saint-Lambert,Water,consumption,Total water consumption - including line losses,1979,2629351,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Woluwe-Saint-Pierre,Water,consumption,Total water consumption - including line losses,1979,2160639,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,,Water,consumption,Total water consumption - including line losses,1979,62858564,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Anderlecht,Water,consumption,Total water consumption - including line losses,1980,5180661,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Auderghem,Water,consumption,Total water consumption - including line losses,1980,1441518,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Berchem-Sainte-Agathe,Water,consumption,Total water consumption - including line losses,1980,885942,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Bruxelles,Water,consumption,Total water consumption - including line losses,1980,15586852,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Etterbeek,Water,consumption,Total water consumption - including line losses,1980,2040181,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Evere,Water,consumption,Total water consumption - including line losses,1980,1352503,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Forest,Water,consumption,Total water consumption - including line losses,1980,3565236,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Ganshoren,Water,consumption,Total water consumption - including line losses,1980,911220,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Ixelles,Water,consumption,Total water consumption - including line losses,1980,4876316,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Jette,Water,consumption,Total water consumption - including line losses,1980,1780319,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Koekelberg,Water,consumption,Total water consumption - including line losses,1980,680057,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Molenbeek-Saint-Jean,Water,consumption,Total water consumption - including line losses,1980,3362439,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Saint-Gilles,Water,consumption,Total water consumption - including line losses,1980,2812368,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Saint-Josse-ten-Noode,Water,consumption,Total water consumption - including line losses,1980,1464919,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Schaerbeek,Water,consumption,Total water consumption - including line losses,1980,5166758,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
Brussels,Uccle,Water,consumption,Total water consumption - including line losses,1980,4445320,m³,,Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles,,https://archive.metabolismofcities.org/publication/494
